#OTU_IDs	trait1	metadata_NSTI
Hyphomonas_rosenbergii-_-AF082795--_VP-6_T	28.0	0.08588000000000001
Geomobilimonas_luticola-_-AB682759--_OSK6_T	28.0	0.06638
Ureibacillus_terrenus-_-AJ276403--_DSM_12654_T	35.0	0.05183
Chryseobacterium_schmidteae-_-LR797929--_T	27.0	0.08524000000000001
Streptomyces_nogalater-_-AB231805--_TT2-9_T	26.0	0.00632
Porphyrobacter_neustonensis-_-AB033327--_DSM_9434_T	28.0	0.0
Actinomycetospora_cinnamomea-_-AB514520--_IY07-53_T	29.0	0.06624999999999999
Desulfovibrio_legallii-_-FJ225426--_H1_T	33.0	0.04585
Heyndrickxia_camelliae-_-KT438835--_7578-1_T	35.0	0.08476
Polynucleobacter_sphagniphilus-_-MPIY01000000--_MWH-Weng1-1_T	26.0	0.0009000000000000001
Amycolatopsis_bartoniae-_-HQ651729--_SF26_T	32.0	0.0665
Corynebacterium_otitidis-_-AHAE01000085--_ATCC_51513_T	37.0	0.0
Arthrobacter_monumenti-_-AJ315070--_LMG_19502_T	30.0	0.0644
Serratia_marcescens-_-AB061685--_KRED_T	26.0	0.0
Streptomyces_avicenniae-_-EU399234--_MCCC_1A01535_T	28.0	0.08679999999999999
Corynebacterium_mustelae-_-FJ374773--_3105_T	37.0	0.04952
Pseudooceanicola_nanhaiensis-_-JHZF01000008--_DSM_18065_T	30.0	0.0
Capnocytophaga_gingivalis-_-X67608--_ATCC_33624_T	37.0	0.0
Microbacterium_proteolyticum-_-KM359785--_RZ36_T	34.0	0.05308
Calorimonas_adulescens-_-MK787307--_A05MB_T	62.0	0.23203
Glycomyces_halotolerans-_-HQ651156--_TRM_40137_T	28.0	0.09323000000000001
Clostridium_algidicarnis-_-AF127023--_NCFB_2931_T	36.0	0.09765
Luteimonas_deserti-_-MT879293--_SJ-16T	33.0	0.06904
Caldibacillus_lycopersici-_-KC849424--_CC-Bw-5_T	33.0	0.14022
Atopobium_minutum-_-X67148--_NCFB_2751_T	37.0	0.0
Methanoculleus_marisnigri-_-CP000562--_JR1_T	21.0	0.0
Mycoplasma_felis-_-U09787--_ATCC_23391_T	37.0	0.12886
Amphibacillus_marinus-_-GU213062--_J1_T	32.0	0.04383
Brevundimonas_fontaquae-_-OQ029541--_CS1_/type_materialtype_strain_of_Brevundimonas_fontaquaeT	35.0	0.00609
Agromyces_salentinus-_-AY507129--_20-5_T	28.0	0.046919999999999996
Amycolatopsis_albispora-_-KT751086--_WP1_T	32.0	0.05609
Clostridium_populeti-_-X71853--_ATCC_35295_T	36.0	0.13830000000000003
Porphyromonas_levii-_-AB547664--_JCM_13866_T	37.0	0.0
Roseovarius_litoreus-_-JQ390520--_GSW-M15_T	29.0	0.07361
Aegicerativicinus_sediminis-_-MT829543--_SM2-FT	21.0	0.14732
Phocaeicola_abscessus-_-CAKQ01000027--_CCUG_55929_T	37.0	0.0
Roseovarius_aestuarii-_-EU156066--_SMK-122_T	29.0	0.031509999999999996
Mannheimia_caviae-_-HM439607--_T138021-75_T	37.0	0.08461
Streptomyces_sundarbansensis-_-AY550275--_MS1_T	28.0	0.014649999999999998
Cellvibrio_polysaccharolyticus-_-MF471354--_Ka43_T	15.0	0.1327
Streptomyces_shaanxiensis-_-FJ465151--_CCNWHQ_0031_T	27.0	0.02476
Epibacterium_multivorans-_-FR727679--_CECT_7557_T	39.0	0.10318
Leptospira_brenneri-_-NPDQ01000000--_JW2-C-A2_T	30.0	0.19286999999999999
Leptospira_alstonii-_-AY631881--_79601-_ATCC_700521_T	30.0	0.05065
Corallococcus_silvisoli-_-MN911319--_c25j21_T	29.0	0.0365
Acetobacter_thailandicus-_-AB937775--_BCC_15839_T	30.0	0.028880000000000003
Halonotius_terrestris-_-MH465135--_F15B_T	36.0	0.15299000000000001
g__206044	64.0	0.0002
Acinetobacter_pittii-_-HQ180184--_LMG_1035_T	29.0	0.052750000000000005
Eubacterium_tortuosum-_-L34683--_ATCC_25548_T	37.0	0.11635
Microbulbifer_flavimaris-_-KU996358--_WRN-8_T	30.0	0.047639999999999995
Yersinia_enterocolitica_subsp._enterocolitica-_-AF366378--_ATCC_9610_T	28.0	0.01043
Psychrobacter_halodurans-_-MW405795--_F2608T	28.0	0.07485
Acinetobacter_lwoffii-_-APQS01000019--_CIP_64.10_T	30.0	0.0
Rhodococcus_aetherivorans-_-AF447391--_10bc312_T	28.0	0.0
Spiroplasma_poulsonii-_-M24483--_DW-1-_ATCC_43153_T	30.0	0.00779
Chlamydia_felis-_-D85701--_Fe/Pn-1_-=_ATCC_VR120-_T	32.5	0.0
g__28100	30.0	0.048119999999999996
Woodsholea_maritima-_-AJ578476--_CM243_T	30.0	0.0
g__28105	29.0	0.01928
Desulfuromonas_acetexigens-_-U23140--_DSM_1397_LTP__T	30.0	0.0791
Marinomonas_foliarum-_-EU188444--_IVIA-Po-155_T	24.0	0.07113
Polynucleobacter_ibericus-_-OK037143--_es-MAR-2_T	26.0	0.01213
Amycolatopsis_halotolerans-_-DQ000196--_N4-6_T	28.0	0.026109999999999998
Vibrio_aerogenes-_-AF124055--_FG1-_CCRC_17041-_ATCC_700797_T	28.0	0.0
Streptomyces_griseoincarnatus-_-AJ781321--_LMG_19316_T	26.0	0.01458
Hahella_ganghwensis-_-AQXX01000025--_DSM_17046_T	28.0	0.0
Metalysinibacillus_jejuensis-_-HQ392513--_N2-5_T	30.0	0.0
Roseivivax_jejudonensis-_-KM058064--_CDM-17_T	26.0	0.06392
Pedobacter_kyungheensis-_-JN196132--_THG-T17_T	27.0	0.04369
Rothia_kristinae-_-X80749--_DSM_20032_T	35.0	0.057139999999999996
Pseudooceanicola_onchidii-_-MK685209--_XY-99_T	30.0	0.05446
Flavobacterium_croceum-_-DQ372982--_EMB47_T	21.0	0.10283
Ensifer_numidicus-_-AY500254--_ORS_1407_T	27.0	0.00506
Methylobacterium_aerolatum-_-EF174498--_5413S-11_T	28.0	0.04253
Pelagicoccus_croceus-_-AB297922--_N5FB36-5_T	27.0	0.27305999999999997
Methanocella_arvoryzae-_-AM114193--_MRE50_T	45.0	0.0
Fructobacillus_parabroussonetiae-_-MT026985--_S1-1_T	25.0	0.0097
Paraburkholderia_lycopersici-_-EF139184--_TNe-862_T	25.0	0.046329999999999996
Sphingomonas_azotifigens-_-AB033947--_IFO_15497_T	30.0	0.09584999999999999
Desulfuromonas_acetoxidans-_-AAEW02000008--_DSM_684_T	30.0	0.0
Acetobacter_pomorum-_-AJ419835--_LMG_18848_T	30.0	0.00804
Jinshanibacter_zhutongyuii-_-MK312470--_CF-458_T	31.0	0.0809
Phaeocystidibacter_marisrubri-_-KM609933--_G18_T	27.0	0.19280999999999998
Thiococcus_pfennigii-_-Y12373--_4250_T	26.0	0.11638
Mycobacterium_koreense-_-JF271826--_01-305_T	32.0	0.054020000000000006
Psychroserpens_magnus-_-JX412959--_Th6_T	15.0	0.08673
Algoriphagus_aestuariicola-_-KX268606--_S2-A1_T	24.0	0.14073
Halomarina_rubra-_-KC918830--_ZS-47-S_T	38.0	0.14383
Pseudomonas_guguanensis-_-JQ864237--_CC-G9A_T	35.0	0.056139999999999995
Arcanobacterium_hippocoleae-_-AJ300767--_CCUG_44697_T	37.0	0.09
Flavobacterium_columnare-_-AB078047--_IFO_15943_T	26.0	0.0
Micromonospora_foliorum-_-MN658729--_PSH25T	28.0	0.11534999999999998
Mycobacterium_moriokaense-_-AJ429044--_DSM_44221T_T	37.0	0.03322
Marivirga_sericea-_-AB078081--_IFO_15983_T	21.0	0.02769
Rhodococcus_aerolatus-_-KM044053--_PAMC_27367_T	30.0	0.07139999999999999
Mucilaginibacter_achroorhodeus-_-MH107818--_MJ1a_T	25.0	0.13696
Leucobacter_musarum-_-KF906845--_CBX152_T	28.0	0.04208
Nocardioides_plantarum-_-Z78211--_DSM_11054T_T	28.0	0.16311000000000003
Natrialba_taiwanensis-_-AB663459--_JCM_9577_T	37.0	0.0
Desulfosarcina_variabilis-_-M34407--_3be13_LTP__T	30.0	0.11619
Thermomonas_hydrothermalis-_-AF542054--_SGM-6_T	37.0	0.0
Caldibacillus_thermoamylovorans-_-L27478--_CNCM_I-1378_T	30.0	0.1077
Bacillus_paranthracis-_-KJ812420--_MCCC_1A00395_T	25.0	0.0021699999999999996
Aquimarina_seongsanensis-_-KF612583--_CBA3208_T	23.0	0.07073
Bowmanella_pacifica-_-EU440951--_W3-3A_T	24.0	0.12480000000000002
Herbidospora_soli-_-AB649125--_PS42-9_T	29.0	0.09531
Halomonas_jeotgali-_-AMQY01000015--_Hwa_T	29.0	0.12583
Campylobacter_anatolicus-_-MW342693--_faydin-G140T	37.0	0.08485000000000001
g__2661779	28.0	0.10506
Lutimaribacter_pacificus-_-DQ659449--_W11-2B_T	27.0	0.10093
g__331971	31.0	0.05789999999999999
Fictibacillus_halophilus-_-KP265300--_AS8_T	32.0	0.059629999999999996
Nitrincola_schmidtii-_-KR233223--_S4-12_T	26.0	0.15028
Desulforamulus_putei-_-AF053929--_SMCC_W459_T	43.0	0.13283
Streptococcus_canis-_-DQ303184--_ATCC_43496_T	37.0	0.07089999999999999
Tepidibacter_mesophilus-_-GQ231514--_B1_T	48.0	0.12419
Promicromonospora_kermanensis-_-KJ780745--_UTMC_533_T	28.0	0.02364
Desulfitispora_elongata-_-KP657487--_Acr1_T	55.0	0.21981
Sphingomonas_rubra-_-FJ834325--_BH3_T	30.0	0.10439999999999999
Pseudomonas_ficuserectae-_-AB021378--_JCM_2400_T	26.0	0.00448
g__337004	31.0	0.10257000000000001
Thiohalophilus_thiocyanatoxydans-_-DQ469584--_HRhD_2_T	26.0	0.14465
Geobacter_thiogenes-_-AF223382--_ATCC_BAA-34_LTP__T	33.0	0.02062
Hymenobacter_psychrophilus-_-GQ131579--_BZ33r_T	32.0	0.05103
Rahnella_bruchi-_-KF308407--_FRB_226_T	29.0	0.0335
Leptospira_noguchii-_-AKWY02000021--_CZ214_T	30.0	0.048420000000000005
Fuscovulum_blasticum-_-DQ342322--_ATCC_33485-_KC2138_T	30.0	0.0
Jatrophihabitans_huperziae-_-KR184574--_I13A-01604_T	28.0	0.09556999999999999
Gluconobacter_morbifer-_-EU409602--_G707_T	30.0	0.0
Psychrobacillus_psychrodurans-_-AJ277984--_DSM_11713_T	32.0	0.08961
Hahella_chejuensis-_-CP000155--_KCTC_2396_T	20.0	0.0
Parashewanella_spongiae-_-DQ167234--_HJ039_T	6.0	0.1375
Howardella_ureilytica-_-DQ925472--_GPC_589_T	37.0	0.18976000000000004
g__1569266	26.0	0.16651000000000002
Pseudomonas_caricapapayae-_-D84010--_ATCC33615_T	26.0	0.00418
Kitasatospora_atroaurantiaca-_-DQ026645--_NRRL_B-24282_T	28.0	0.061340000000000006
Pseudoalteromonas_neustonica-_-KU716039--_PAMC_28425_T	26.0	0.03591
g__2918463	27.0	0.27769
Kribbella_sindirgiensis-_-JN896614--_FSN23_T	28.0	0.05884999999999999
Wukongibacter_baidiensis-_-KT783480--_DY30321_T	40.0	0.28174
Desulfovibrio_psychrotolerans-_-AM418397--_PWC_=_JS1_T	10.0	0.0
Azohydromonas_ureilytica-_-KT750334--_UCM-80_T	32.0	0.07149000000000001
Hanstruepera_crassostreae-_-MG052919--_MM-14_T	15.0	0.08338999999999999
g__1840198	28.0	0.10074000000000001
Simkania_negevensis-_-FR872582--_Z_T	25.0	0.0
Clostridiisalibacter_paucivorans-_-EF026082--_37HS60_T	56.0	0.14032
Flavivirga_amylovorans-_-HM475138--_JC2681_T	23.0	0.09554000000000001
Anaeroglobus_geminatus-_-AF338413--_AIP313.00-_CIP_106856-_CCUG_44773_T	37.0	0.13107999999999997
Kocuria_rosea-_-X87756--_ATCC_186_LTP__T	0.0	0.0
g__227873	28.0	0.04041
Psychrosphaera_ytuae-_-MW019962--_MTZ26_T	23.0	0.1513
Fusobacterium_nucleatum_subsp._polymorphum-_-AF287812--_ATCC_10953_T	37.0	0.0
Proteus_alimentorum-_-KY930948--_08MAS0041_T	37.0	0.00433
Borrelia_afzelii-_-FR733687--_DSM10508_T	33.0	0.010499999999999999
Paenibacillus_chibensis-_-AB073194--_JCM_9905_T	31.0	0.09419
Dorea_ammoniilytica-_-JAOQJV000000000--_Sanger_02_T	37.0	0.10831
Streptomyces_samsunensis-_-EU077190--_M1463_T	22.0	0.04342
Agrococcus_casei-_-DQ168427--_LMG_22410_T	31.0	0.0922
Novosphingobium_rosa-_-D13945--_IAM_14222_T	29.0	0.04776
Gleimia_hominis-_-FJ617539--_7894GR_T	35.0	0.0
Pontibacter_ruber-_-HG008900--_JC213_T	20.0	0.09859
Cytobacillus_solani-_-KP268082--_FJAT-18043_T	33.0	0.04834
Fluviibacterium_aquatile-_-MK628997--_SM1902_T	29.0	0.1356
g__2651578	41.0	0.18486000000000002
Arcobacter_marinus-_-EU512920--_CL-S1_T	33.0	0.07139999999999999
Lacrimispora_indolis-_-Y18184--_DSM_755_T	37.0	0.02668
Allochromatium_warmingii-_-Y12365--_DSM_173_T	0.0	0.0
Gemmobacter_nanjingensis-_-EU289803--_Y12_T	21.0	0.07100000000000001
Undibacterium_amnicola-_-LT555406--_KYPY9_T	33.0	0.15136
Faecalibacter_macacae-_-KX214305--_YIM_102668_T	32.0	0.17549
Gordonia_didemni-_-JN615417--_B204_T	28.0	0.03036
Aminobacterium_mobile-_-AF073521--_ILE-3_T	38.0	0.10244
Streptomyces_cerasinus-_-LC128347--_SR3-134_T	26.0	0.09756000000000001
Mycobacterium_pulveris-_-AJ429046--_DSM_44222T_T	37.0	0.046009999999999995
Natronincola_histidinovorans-_-Y16716--_Z-7940T_-DSM_11416-_T	36.0	0.10016
Streptomyces_antibioticus-_-AB184184--_NBRC_12838_T	28.0	0.0
Streptomyces_blastmyceticus-_-AY999802--_NRRL_B-5480_T	28.0	0.040080000000000005
Actinophytocola_oryzae-_-EU420070--_GMKU_367_T	31.0	0.09849000000000001
Pseudoflavonifractor_hominis-_-MT905211--_NSJ-25_T	37.0	0.04399
Marinicauda_pacifica-_-JQ045549--_P-1_km-3_T	30.0	0.10998
Streptomyces_atacamensis-_-HE577171--_C60_T	28.0	0.0473
Arthrobacter_ginkgonis-_-KP128918--_SYP-A7299_T	30.0	0.08628000000000001
Azospirillum_thermophilum-_-MH265951--_CFH_70021_T	30.0	0.08002000000000001
Halalkalirubrum_salinum-_-MK228974--_N1521T	36.0	0.13488
Agromyces_tardus-_-MH342641--_SJ-23_T	28.0	0.03026
Turneriella_parva-_-AY293856--_H-_NCTC_11395_T	30.0	0.0
Robertkochia_sediminum-_-MW193968--_1368_T	29.0	0.09527
Thalassobius_gelatinovorus-_-CYSA01000015--_CECT_4357_T	19.0	0.06806
Microvirga_makkahensis-_-JN989300--_SV1470_T	33.0	0.027489999999999997
Lacibacter_nakdongensis-_-KU341406--_SS2-56_T	25.0	0.18759
g__1227556	26.0	0.13518999999999998
Roseomonas_alkaliterrae-_-KF771274--_YIM_78007_T	30.0	0.12682
Litorihabitans_aurantiacus-_-LC203065--_HIsM16-52_T	30.0	0.06568
Ktedonosporobacter_rubrisoli-_-KY427895--_SCAWS-G2_T	51.0	0.15837
Brevundimonas_huaxiensis-_-MT444005--_090558T	35.0	0.009040000000000001
Salinicola_corii-_-MN099427--_L3_T	23.0	0.07281
Paenibacillus_tritici-_-KX530777--_RTAE36_T	32.0	0.0721
Dialister_hominis-_-LC487980--_5BBH33_T	37.0	0.04795
Paenibacillus_vini-_-KJ005124--_LAM0504_T	31.0	0.07013
g__191494	29.0	0.01269
Aneurinibacillus_migulanus-_-X94195--_DSM_2895_T	30.0	0.00767
Metabacillus_halosaccharovorans-_-HQ433447--_E33_T	35.0	0.10016
Flavobacterium_ammoniigenes-_-LC094566--_GENT5_T	24.0	0.0351
Paenibacillus_senegalensis-_-JF824808--_JC66_T	37.0	0.0
Actinophytocola_burenkhanensis-_-AB535095--_MN08-A0203_T	31.0	0.10201
Corynebacterium_kalinowskii-_-MN714228--_1959_T	35.0	0.06556000000000001
g__115543	37.0	0.14698000000000003
Haladaptatus_cibarius-_-AB663345--_JCM_15962_T	37.0	0.0
g__2822463	36.0	0.17323000000000002
Celerinatantimonas_yamalensis-_-FJ039852--_C7-_DSM_21888-_VKM-B-2511_T	13.0	0.12589999999999998
Gemmobacter_fulvus-_-MZ317889--_con5_T	13.0	0.03159
Actinocrinis_puniceicyclus-_-FR775984--_OB1_T	28.0	0.09679000000000001
Hymenobacter_wooponensis-_-KF631221--_WM78_T	28.0	0.1113
Lentilactobacillus_diolivorans-_-AB429369--_YIT_10368_T	27.0	0.02661
Desulfovermiculus_halophilus-_-DQ139408--_11-6_T	47.0	0.14258
g__2799491	32.0	0.04146
Halalkalibaculum_roseum-_-MN629178--_YR4-1_source__________/type_materialtype_strain_of_Halalkalibacterium_roseumT	27.0	0.21049
Hirschia_baltica-_-CP001678--_ATCC_49814_T	28.0	0.0
Anatilimnocola_aggregata-_-MK559973--_ETA_A8T	27.0	0.10882
Bradyrhizobium_cosmicum-_-KP768789--_58S1_T	28.0	0.03919
Terriglobus_tenax-_-JN543507--_DRP_35_T	25.0	0.05169
Tissierella_pigra-_-MN537478--_DSM_105185_T	48.0	0.147
Rhizobium_bangladeshense-_-JN648931--_BLR175_T	28.0	0.00185
g__1813601	28.0	0.04629
Marinomonas_ushuaiensis-_-AJ627909--_U1_T	24.0	0.07926000000000001
Acidocella_facilis-_-D30774--_ATCC_35904_T	30.0	0.17733000000000002
Hymenobacter_metallicola-_-MH229470--_9PBR-1_T	22.0	0.10954
Streptomyces_caeni-_-KX090569--_HA15955_T	27.0	0.0401
g__118004	28.0	0.0002
Salinifilum_aidingensis-_-JX193858--_TRM_46074_T	26.0	0.13559
Streptomyces_chrysomallus_subsp._chrysomallus-_-AB184120--_NBRC_12755_T	28.0	0.003
Rathayibacter_toxicus-_-AUDF01000011--_DSM_7488_T	28.0	0.0
Marinilactibacillus_psychrotolerans-_-AB681121--_NBRC_100002_T	31.0	0.10192999999999999
Streptomyces_thermovulgaris-_-Z68094--_DSM_40444__T	27.0	0.07283999999999999
Dehalogenimonas_formicexedens-_-CP018258--_NSZ-14_n_T	27.0	0.06769
g__48736	29.0	0.012079999999999997
Halomonas_elongata-_-FN869568--_DSM_2581_T	30.0	0.0
g__1763	34.0	0.01644
Salibacterium_qingdaonense-_-AB571874--_JCM_14087_T	33.0	0.19035999999999997
Pseudoalteromonas_mariniglutinosa-_-AJ507251--_KMM_3635_T	26.0	0.0504
Aquibacillus_saliphilus-_-LC191302--_KHM2T	30.0	0.08094000000000001
g__1854458	37.0	0.12631
Paracoccus_thiocyanatus-_-AB680635--_NBRC_14569_T	28.0	0.0412
Flavobacterium_phycosphaerae-_-MN559947--_MK012_T	20.0	0.09594
Phaeobacter_italicus-_-AM904562--_LMG_24365_T	19.0	0.06666
Vogesella_alkaliphila-_-HE819389--_JC141_T	31.0	0.13509
Nocardioides_lianchengensis-_-HQ657322--_D94-1_T	28.0	0.08992
Agathobaculum_ammoniilyticum-_-JAOQJE000000000--_Sanger_34_T	44.0	0.2111
g__146805	37.0	0.10769000000000001
Nitrosomonas_communis-_-AJ298732--_Nm2_T	27.0	0.10986000000000001
Scopulibacillus_daqui-_-KJ136650--_ZQ18-1_T	34.0	0.13001000000000001
Psychrobacter_marincola-_-AJ309941--_KMM_277_T	28.0	0.03249
Lactobacillus_kefiranofaciens_subsp._kefiranofaciens-_-AM113781--_DSM_5016_T	40.0	0.04059
Winogradskyella_jejuensis-_-JF820844--_CP32_T	15.0	0.09283
g__1855416	28.0	0.05083000000000001
g__53335	31.0	0.019180000000000003
g__1855413	27.0	0.11327999999999999
g__1855419	37.0	0.04367
Thermobispora_bispora-_-CP001874--_DSM_43833_T	45.0	0.0
Brevundimonas_pondensis-_-CP062006--_LVF1_T	30.0	0.01767
Allobacillus_halotolerans-_-FJ347755--_B3A_T	33.0	0.15395999999999999
Listeria_rustica-_-MT117896--_FSL_W9-0585_T	30.0	0.00099
g__2795865	30.0	0.17578000000000002
Pseudonocardia_sediminis-_-KF564279--_YIM_M13141_T	30.0	0.05668999999999999
Uruburuella_testudinis-_-JX966318--_07_OD624_T	37.0	0.06434999999999999
Flavobacterium_caeni-_-AB682162--_NBRC_104239_T	20.0	0.13198000000000001
Anaeroarcus_burkinensis-_-AJ010961--_DSM_6283-T-_T	37.0	0.00642
g__2237	44.0	0.08061
g__2233	78.0	0.04016000000000001
Gellertiella_hungarica-_-LN651200--_RAM11_T	29.0	0.07672999999999999
Paracoccus_halotolerans-_-KY039331--_CFH_90064_T	28.0	0.02943
Stappia_taiwanensis-_-FR828537--_CC-SPIO-10_T	28.0	0.08369
Endozoicomonas_ascidiicola-_-LUTV01000003--_AVMART05_T	29.0	0.04574
Streptomyces_achromogenes_subsp._achromogenes-_-AB184109--_NBRC_12735_T	27.0	0.01754
Xanthomonas_axonopodis-_-X95919--_LMG_538-T_T	28.0	0.00732
Merdimonas_faecis-_-KP966093--_BR31_T	37.0	0.11493
Solibacillus_kalamii-_-KT763359--_ISSFR-015_T	27.0	0.02076
Planifilum_fulgidum-_-AB088362--_500275_T	40.0	0.26771
g__2682247	35.0	0.03101
Ureaplasma_felinum-_-D78651--_FT2-B_T	32.0	0.25418
Polaribacter_pacificus-_-KU315476--_HRA130-1_T	24.0	0.09498999999999999
Marinobacter_adhaerens-_-AY241552--_HP15_T	37.0	0.0
Nitrobacter_alkalicus-_-AF069956--_AN1_T	28.0	0.021679999999999998
Mesobacillus_fermenti-_-LC197810--_M1-2_T	31.0	0.07443
Lysinibacillus_louembei-_-HG937791--_NM73T_T	31.0	0.08600000000000001
Aquicoccus_porphyridii-_-MF113254--_L1_8-17_T	29.0	0.05176
Halostella_pelagica-_-MN480560--_DL-M4_T	35.0	0.12785000000000002
Fodinicurvata_halophila-_-HG764424--_BA45AL_T	28.0	0.02761
Winogradskyella_aquimaris-_-HM368527--_DPG-24_T	15.0	0.12112
Erythrobacter_seohaensis-_-AY562219--_SW-135_T	29.0	0.06255000000000001
Streptomyces_lydicus-_-Y15507--_ATCC_25470_T	24.0	0.050269999999999995
Enterovibrio_nigricans-_-AM942722--_DAL_1-1-5_=_CECT_7320_T	26.0	0.03332
Flavobacterium_chryseum-_-MH100900--_P3160_T	25.0	0.04209
Saccharothrix_hoggarensis-_-HQ399564--_SA181_T	28.0	0.02998
Pseudomonas_alvandae-_-CP077080--_SWRI17T	26.0	0.0030899999999999994
Pandoraea_cepalis-_-LR536852--_LMG_311106_T	32.0	0.06701
Vogesella_margarita-_-OQ272779--_LYT5W_/type_materialtype_strain_of_Vogesella_margaritaT	31.0	0.11941999999999998
Aestuariibacter_salexigens-_-AY207502--_JC2042_T	24.0	0.09811
Actinomadura_chokoriensis-_-AB331730--_3-45-a-11-_T	30.0	0.0334
Dyadobacter_subterraneus-_-MN165456--_UP-52_T	15.0	0.05249
Komagataeibacter_medellinensis-_-JX013852--_LMG_1693_T	28.0	0.0171
Streptomyces_roseoviridis-_-AB184239--_NBRC_12911_T	28.0	0.0204
Lactobacillus_hominis-_-FR681902--_CRBIP_24.179_T	37.0	0.0
Paraburkholderia_kururiensis-_-AB024310--_KP23T_LTP__T	30.0	0.0
g__1155934	40.0	0.29489
Virgibacillus_halophilus-_-AB243851--_5B73C_T	30.0	0.12131
g__1775694	15.0	0.08673
g__1775697	30.0	0.10464000000000001
Alkalispirochaeta_sphaeroplastigenens-_-HE806187--_JC133_T	37.0	0.005569999999999999
Commensalibacter_intestini-_-EU409601--_A911_T	30.0	0.0
Eubacterium_brachy-_-U13038--_ATCC_33089_T	37.0	0.15998
Gaetbulibacter_aquiaggeris-_-KR424451--_KEM-8_T	26.0	0.12538
g__96492	31.0	0.09742999999999999
Cryobacterium_psychrotolerans-_-DQ515963--_0549_T	31.0	0.09901
g__33981	29.0	0.052989999999999995
g__33983	32.0	0.07211999999999999
g__33986	31.0	0.015309999999999997
Leeuwenhoekiella_marinoflava-_-AB680577--_NBRC_14170_T	26.0	0.14866000000000001
Streptomyces_kaempferi-_-HE591382--_I37_T	28.0	0.04876
Fusicatenibacter_saccharivorans-_-AB698910--_HT03-11_T	37.0	0.11253
Sporolactobacillus_laevolacticus-_-AB374516--_IAM_12321_T	37.0	0.0
Petrotoga_olearia-_-AJ311703--_SL24T_T	62.0	0.046369999999999995
Geodermatophilus_sabuli-_-LN626269--_BMG_8133_T	25.0	0.04418
Teredinibacter_purpureus-_-MT416120--_Bs12_T	28.0	0.060660000000000006
Alteromonas_alba-_-MG856904--_190_T	19.0	0.06287
Nocardiopsis_halophila-_-AF195411--_KCTC_9825T_T	28.0	0.0
Allosediminivita_pacifica-_-KC018453--_22DY03_T	28.0	0.05702
Paenibacillus_granivorans-_-AF237682--_A30_LTP__T	33.0	0.11766
Moraxella_nonliquefaciens-_-JN175343--_CIP_68.36_T	37.0	0.029439999999999997
Flavobacterium_oceanosedimentum-_-GU269547--_ATCC_31317_T	29.0	0.07095
Streptomyces_cavourensis_subsp._cavourensis-_-DQ445791--_NRRL_2740_T	28.0	0.02106
g__433838	27.0	0.0009200000000000001
Biomaibacter_acetigenes-_-MH790418--_sk-g1_T	69.0	0.16473000000000002
g__32636	56.0	0.0002
Saccharomonospora_xinjiangensis-_-AJ306300--_DSM_44391T_T	28.0	0.0
Pseudopedobacter_beijingensis-_-KC755039--_GCS-AE-31_T	28.0	0.06644
Streptomyces_libani_subsp._rufus-_-AJ781351--_LMG_20087_T	24.0	0.03291
Flectobacillus_rhizosphaerae-_-LN810638--_JC289_T	25.0	0.061939999999999995
Streptomyces_pratens-_-FR692098--_BK138_T	26.0	0.08842
Vulcanisaeta_souniana-_-AB063645--_IC-059_T	85.0	0.0
Streptomyces_spiramenti-_-OP470020--_5675061_/type_materialtype_strain_of_Streptomyces_spiramentiT	28.0	0.09466
g__2995705	28.0	0.05133
g__2995704	28.0	0.06165000000000001
Thermolongibacillus_altinsuensis-_-FJ429590--_E265_T	63.0	0.0947
g__2995706	27.0	0.03208000000000001
g__2995703	28.0	0.09098
g__2995702	27.0	0.03198000000000001
Streptomyces_galbus-_-X79852--_DSM40089_T	27.0	0.027530000000000002
Meiothermus_cateniformans-_-EU247891--_LY1_T	53.0	0.02035
g__64968	31.0	0.07837999999999999
Mariluticola_halotolerans-_-OM219018--_LMO-2_/type_materialtype_strain_of_Mariluticola_halotoleransT	27.0	0.07766
Abiotrophia_defectiva-_-D50541--_GIFU12707_-ATCC49176-_T	37.0	0.0
Celeribacter_arenosi-_-AB564595--_KMM_9024_T	27.0	0.11552000000000001
Methanohalophilus_mahii-_-CP001994--_DSM_5219_T	37.0	0.0
Ramlibacter_ginsenosidimutans-_-EU423304--_BXN5-27_T	29.0	0.06885000000000001
Kribbella_albertanoniae-_-KC283016--_BC640_T	28.0	0.01424
Nocardia_araoensis-_-AB108779--_IFM_0575_T	28.0	0.0
g__1143004	22.0	0.0002
Natrinema_soli-_-KY381123--_5-3_T	34.0	0.07514
g__2867376	46.0	0.05807000000000001
Alteribacter_populi-_-KY612313--_FJAT-45347_T	33.0	0.08491
Pseudomonas_flexibilis-_-GU269546--_ATCC_29606_T	35.0	0.07644
Novosphingobium_rhizosphaerae-_-KM365125--_JM-1_T	26.0	0.05991
Haloferula_phyci-_-AB372854--_AK18-024_T	28.0	0.21647
Brachybacterium_fresconis-_-AJ415378--_LMG_20336_T	30.0	0.04608999999999999
Lampropedia_cohaerens-_-KP265299--_CT6_T	29.0	0.14646
Caldisalinibacter_kiritimatiensis-_-KC608867--_L21-TH-D2_T	56.0	0.11377999999999999
Clostridium_chromiireducens-_-AY228334--_GCAF-1_T	38.0	0.058359999999999995
Leucobacter_chromiireducens_subsp._solipictus-_-DQ845457--_TAN_31504_T	28.0	0.04024
