"tip_label"	"accesion"	"taxid"	"taxname"	"taxrank"	"old_tip_label"	"kingdom_taxid"	"phylum_taxid"	"class_taxid"	"order_taxid"	"family_taxid"	"genus_taxid"	"species_taxid"
"2014887"	"KP276241"	"2014887"	"Herbaspirillum robiniae"	"species"	"'KP276241, Herbaspirillum robiniae, Herbaspirillum robiniae, (KP276241), HZ10 T'"	"2"	"1224"	"28216"	"80840"	"75682"	"963"	"2014887"
"211589"	"AB094401"	"211589"	"Herbaspirillum chlorophenolicum"	"species"	"'AB094401, Herbaspirillum chlorophenolicum, Herbaspirillum chlorophenolicum, (AB094401), CPW301 T'"	"2"	"1224"	"28216"	"80840"	"75682"	"963"	"211589"
"80842"	"AF137508"	"80842"	"Herbaspirillum rubrisubalbicans"	"species"	"'AF137508, Herbaspirillum rubrisubalbicans, Herbaspirillum rubrisubalbicans, (AF137508), ICMP 5777 T'"	"2"	"1224"	"28216"	"80840"	"75682"	"963"	"80842"
"964"	"Y10146"	"964"	"Herbaspirillum seropedicae"	"species"	"'Y10146, Herbaspirillum seropedicae, Herbaspirillum seropedicae, (Y10146), DSM 6445, ATCC 35892 T'"	"2"	"1224"	"28216"	"80840"	"75682"	"963"	"964"
"709839"	"JWJG01000028"	"709839"	"Noviherbaspirillum autotrophicum"	"species"	"'JWJG01000028, Noviherbaspirillum autotrophicum, Noviherbaspirillum autotrophicum, (JWJG01000028), TSA66 T'"	"2"	"1224"	"28216"	"80840"	"75682"	"1344552"	"709839"
"1854499"	"KX129821"	"1854499"	"Noviherbaspirillum agri"	"species"	"'KX129821, Noviherbaspirillum agri, Noviherbaspirillum agri, (KX129821), K-1-15 T'"	"2"	"1224"	"28216"	"80840"	"75682"	"1344552"	"1854499"
"1260987"	"DQ490985"	"1260987"	"Noviherbaspirillum malthae"	"species"	"'DQ490985, Noviherbaspirillum malthae, Noviherbaspirillum malthae, (DQ490985), CC-AFH3 T'"	"2"	"1224"	"28216"	"80840"	"75682"	"1344552"	"1260987"
"2588497"	"MN056040"	"2588497"	"Noviherbaspirillum aerium"	"species"	"'MN056040, Noviherbaspirillum aerium, Noviherbaspirillum aerium, (MN056040), 122213-3 T'"	"2"	"1224"	"28216"	"80840"	"75682"	"1344552"	"2588497"
"2849687"	"LC193938"	"2849687"	"Noviherbaspirillum aridicola"	"species"	"'LC193938, Noviherbaspirillum aridicola, Noviherbaspirillum aridicola, (LC193938), NCCP-691 T'"	"2"	"1224"	"28216"	"80840"	"75682"	"1344552"	"2849687"
"2678755"	"MT384338"	"2678755"	"Noviherbaspirillum arenae"	"species"	"'MT384338, Noviherbaspirillum arenae, Noviherbaspirillum arenae, (MT384338), M1 T'"	"2"	"1224"	"28216"	"80840"	"75682"	"1344552"	"2678755"
"1968433"	"AB542397"	"1968433"	"Noviherbaspirillum denitrificans"	"species"	"'AB542397, Noviherbaspirillum denitrificans, Noviherbaspirillum denitrificans, (AB542397), TSA40 T'"	"2"	"1224"	"28216"	"80840"	"75682"	"1344552"	"1968433"
"2801341"	"MT776695"	"2801341"	"Noviherbaspirillum pedocola"	"species"	"'MT776695, Noviherbaspirillum pedocola, Noviherbaspirillum pedocola, (MT776695), DKR-6T'"	"2"	"1224"	"28216"	"80840"	"75682"	"1344552"	"2801341"
"1688639"	"KP763493"	"1688639"	"Noviherbaspirillum humi"	"species"	"'KP763493, Noviherbaspirillum humi, Noviherbaspirillum humi, (KP763493), U15 T'"	"2"	"1224"	"28216"	"80840"	"75682"	"1344552"	"1688639"
"1064516"	"HQ830496"	"1064516"	"Noviherbaspirillum canariense"	"species"	"'HQ830496, Noviherbaspirillum canariense, Noviherbaspirillum canariense, (HQ830496), SUEMI03 T'"	"2"	"1224"	"28216"	"80840"	"75682"	"1344552"	"1064516"
"1064518"	"HQ830498"	"1064518"	"Noviherbaspirillum soli"	"species"	"'HQ830498, Noviherbaspirillum soli, Noviherbaspirillum soli, (HQ830498), SUEMI10 T'"	"2"	"1224"	"28216"	"80840"	"75682"	"1344552"	"1064518"
"1064517"	"HQ830497"	"1064517"	"Noviherbaspirillum aurantiacum"	"species"	"'HQ830497, Noviherbaspirillum aurantiacum, Noviherbaspirillum aurantiacum, (HQ830497), SUEMI08 T'"	"2"	"1224"	"28216"	"80840"	"75682"	"1344552"	"1064517"
"573741"	"AB469788"	"573741"	"Oxalicibacterium faecigallinarum"	"species"	"'AB469788, Oxalicibacterium faecigallinarum, Oxalicibacterium faecigallinarum, (AB469788), YOx (= CCM 2767, = DSM 21641) T'"	"2"	"1224"	"28216"	"80840"	"75682"	"223927"	"573741"
"1834038"	"LT555406"	"1834038"	"Undibacterium amnicola"	"species"	"'LT555406, Undibacterium amnicola, Undibacterium amnicola, (LT555406), KYPY9 T'"	"2"	"1224"	"28216"	"80840"	"75682"	"401469"	"1834038"
"2762297"	"MT875208"	"2762297"	"Undibacterium flavidum"	"species"	"'MT875208, Undibacterium flavidum, Undibacterium flavidum, (MT875208), LX15WT'"	"2"	"1224"	"28216"	"80840"	"75682"	"401469"	"2762297"
"2495591"	"MK253312"	"2495591"	"Undibacterium piscinae"	"species"	"'MK253312, Undibacterium piscinae, Undibacterium piscinae, (MK253312), S11R28 T'"	"2"	"1224"	"28216"	"80840"	"75682"	"401469"	"2495591"
"1224302"	"JQ417431"	"1224302"	"Undibacterium terreum"	"species"	"'JQ417431, Undibacterium terreum, Undibacterium terreum, (JQ417431), C3 T'"	"2"	"1224"	"28216"	"80840"	"75682"	"401469"	"1224302"
"2762298"	"MT875209"	"2762298"	"Undibacterium nitidum"	"species"	"'MT875209, Undibacterium nitidum, Undibacterium nitidum, (MT875209), LX22WT'"	"2"	"1224"	"28216"	"80840"	"75682"	"401469"	"2762298"
"1344950"	"KC735151"	"1344950"	"Undibacterium seohonense"	"species"	"'KC735151, Undibacterium seohonense, Undibacterium seohonense, (KC735151), SHS5-24 T'"	"2"	"1224"	"28216"	"80840"	"75682"	"401469"	"1344950"
"2828731"	"MW940782"	"2828731"	"Undibacterium baiyunense"	"species"	"'MW940782, Undibacterium baiyunense, Undibacterium baiyunense, (MW940782), BYS107WT'"	"2"	"1224"	"28216"	"80840"	"75682"	"401469"	"2828731"
"1119058"	"JQ029110"	"1119058"	"Undibacterium macrobrachii"	"species"	"'JQ029110, Undibacterium macrobrachii, Undibacterium macrobrachii, (JQ029110), CMJ-9 T'"	"2"	"1224"	"28216"	"80840"	"75682"	"401469"	"1119058"
"1812100"	"KU695571"	"1812100"	"Undibacterium danionis"	"species"	"'KU695571, Undibacterium danionis, Undibacterium danionis, (KU695571), E3/4 T'"	"2"	"1224"	"28216"	"80840"	"75682"	"401469"	"1812100"
"2828728"	"MW940779"	"2828728"	"Undibacterium fentianense"	"species"	"'MW940779, Undibacterium fentianense, Undibacterium fentianense, (MW940779), FT137WT'"	"2"	"1224"	"28216"	"80840"	"75682"	"401469"	"2828728"
"1537398"	"KM035973"	"1537398"	"Undibacterium aquatile"	"species"	"'KM035973, Undibacterium aquatile, Undibacterium aquatile, (KM035973), THG-DN7.3 T'"	"2"	"1224"	"28216"	"80840"	"75682"	"401469"	"1537398"
"2828729"	"MW940780"	"2828729"	"Undibacterium rivi"	"species"	"'MW940780, Undibacterium rivi, Undibacterium rivi, (MW940780), FT147WT'"	"2"	"1224"	"28216"	"80840"	"75682"	"401469"	"2828729"
"2528175"	"MN960186"	"2528175"	"Undibacterium crateris"	"species"	"'MN960186, Undibacterium crateris, Undibacterium crateris, (MN960186), B2R-29 T'"	"2"	"1224"	"28216"	"80840"	"75682"	"401469"	"2528175"
"2762294"	"MT875205"	"2762294"	"Undibacterium curvum"	"species"	"'MT875205, Undibacterium curvum, Undibacterium curvum, (MT875205), CY22WT'"	"2"	"1224"	"28216"	"80840"	"75682"	"401469"	"2762294"
"2762291"	"MT875202"	"2762291"	"Undibacterium rugosum"	"species"	"'MT875202, Undibacterium rugosum, Undibacterium rugosum, (MT875202), CY7WT'"	"2"	"1224"	"28216"	"80840"	"75682"	"401469"	"2762291"
"666702"	"GQ379228"	"666702"	"Undibacterium oligocarboniphilum"	"species"	"'GQ379228, Undibacterium oligocarboniphilum, Undibacterium oligocarboniphilum, (GQ379228), EM 1 T'"	"2"	"1224"	"28216"	"80840"	"75682"	"401469"	"666702"
"2762295"	"MT875206"	"2762295"	"Undibacterium griseum"	"species"	"'MT875206, Undibacterium griseum, Undibacterium griseum, (MT875206), FT31WT'"	"2"	"1224"	"28216"	"80840"	"75682"	"401469"	"2762295"
"401470"	"AM397630"	"401470"	"Undibacterium pigrum"	"species"	"'AM397630, Undibacterium pigrum, Undibacterium pigrum, (AM397630), CCUG 49009 T'"	"2"	"1224"	"28216"	"80840"	"75682"	"401469"	"401470"
"2762300"	"MT875211"	"2762300"	"Undibacterium umbellatum"	"species"	"'MT875211, Undibacterium umbellatum, Undibacterium umbellatum, (MT875211), NL8WT'"	"2"	"1224"	"28216"	"80840"	"75682"	"401469"	"2762300"
"2762292"	"MT875203"	"2762292"	"Undibacterium hunanense"	"species"	"'MT875203, Undibacterium hunanense, Undibacterium hunanense, (MT875203), CY18WT'"	"2"	"1224"	"28216"	"80840"	"75682"	"401469"	"2762292"
"1344949"	"KC735150"	"1344949"	"Undibacterium jejuense"	"species"	"'KC735150, Undibacterium jejuense, Undibacterium jejuense, (KC735150), JS4-4 T'"	"2"	"1224"	"28216"	"80840"	"75682"	"401469"	"1344949"
"401471"	"AM397629"	"401471"	"Undibacterium parvum"	"species"	"'AM397629, Undibacterium parvum, Undibacterium parvum, (AM397629), CCUG 49012 = DSM 23061 = CIP 109317 T'"	"2"	"1224"	"28216"	"80840"	"75682"	"401469"	"401471"
"2828733"	"MW940784"	"2828733"	"Undibacterium luofuense"	"species"	"'MW940784, Undibacterium luofuense, Undibacterium luofuense, (MW940784), LFS511WT'"	"2"	"1224"	"28216"	"80840"	"75682"	"401469"	"2828733"
"1131567"	"HE648174"	"1131567"	"Undibacterium squillarum"	"species"	"'HE648174, Undibacterium squillarum, Undibacterium squillarum, (HE648174), CMJ-15 T'"	"2"	"1224"	"28216"	"80840"	"75682"	"401469"	"1131567"
"847"	"U49757"	"847"	"Oxalobacter formigenes"	"species"	"'U49757, Oxalobacter formigenes, Oxalobacter formigenes, (U49757), OXB T'"	"2"	"1224"	"28216"	"80840"	"75682"	"846"	"847"
"933080"	"FR733700"	"933080"	"Oxalobacter vibrioformis"	"species"	"'FR733700, Oxalobacter vibrioformis, Oxalobacter vibrioformis, (FR733700), DSM5502 T'"	"2"	"1224"	"28216"	"80840"	"75682"	"846"	"933080"
"1888893"	"LT605587"	"1888893"	"Parvibium lacunae"	"species"	"'LT605587, Parvibium lacunae, Parvibium lacunae, (LT605587), KMB9_ T'"	"2"	"1224"	"28216"	"80840"	"506"	"2109346"	"1888893"
"1287736"	"HF586507"	"1287736"	"Achromobacter aegrifaciens"	"species"	"'HF586507, Achromobacter aegrifaciens, Achromobacter aegrifaciens, (HF586507), LMG 26852 T'"	"2"	"1224"	"28216"	"80840"	"506"	"222"	"1287736"
"470868"	"HE613447"	"470868"	"Achromobacter marplatensis"	"species"	"'HE613447, Achromobacter marplatensis, Achromobacter marplatensis, (HE613447), R-46660 T'"	"2"	"1224"	"28216"	"80840"	"506"	"222"	"470868"
"1287735"	"HF586506"	"1287735"	"Achromobacter insuavis"	"species"	"'HF586506, Achromobacter insuavis, Achromobacter insuavis, (HF586506), LMG 26845 T'"	"2"	"1224"	"28216"	"80840"	"506"	"222"	"1287735"
"217204"	"AY170847"	"217204"	"Achromobacter insolitus"	"species"	"'AY170847, Achromobacter insolitus, Achromobacter insolitus, (AY170847), LMG 6003 T'"	"2"	"1224"	"28216"	"80840"	"506"	"222"	"217204"
"85698"	"Y14908"	"85698"	"Achromobacter xylosoxidans"	"species"	"'Y14908, Achromobacter xylosoxidans, Achromobacter xylosoxidans, (Y14908), DSM 10346 T'"	"2"	"1224"	"28216"	"80840"	"506"	"222"	"85698"
"1389932"	"HE798552"	"1389932"	"Achromobacter pulmonis"	"species"	"'HE798552, Achromobacter pulmonis, Achromobacter pulmonis, (HE798552), R-16442 T'"	"2"	"1224"	"28216"	"80840"	"506"	"222"	"1389932"
"1353891"	"HG324053"	"1353891"	"Achromobacter deleyi"	"species"	"'HG324053, Achromobacter deleyi, Achromobacter deleyi, (HG324053), LMG 3458 T'"	"2"	"1224"	"28216"	"80840"	"506"	"222"	"1353891"
"1353890"	"HG324052"	"1353890"	"Achromobacter kerstersii"	"species"	"'HG324052, Achromobacter kerstersii, Achromobacter kerstersii, (HG324052), LMG 3441 T'"	"2"	"1224"	"28216"	"80840"	"506"	"222"	"1353890"
"72556"	"AB010841"	"72556"	"Achromobacter piechaudii"	"species"	"'AB010841, Achromobacter piechaudii, Achromobacter piechaudii, (AB010841), EY3860 = ATCC43552 T'"	"2"	"1224"	"28216"	"80840"	"506"	"222"	"72556"
"217203"	"AY170848"	"217203"	"Achromobacter spanius"	"species"	"'AY170848, Achromobacter spanius, Achromobacter spanius, (AY170848), LMG 5911 T'"	"2"	"1224"	"28216"	"80840"	"506"	"222"	"217203"
"1353889"	"HG324051"	"1353889"	"Achromobacter pestifer"	"species"	"'HG324051, Achromobacter pestifer, Achromobacter pestifer, (HG324051), LMG 3431 T'"	"2"	"1224"	"28216"	"80840"	"506"	"222"	"1353889"
"1389922"	"HE613446"	"1389922"	"Achromobacter mucicolens"	"species"	"'HE613446, Achromobacter mucicolens, Achromobacter mucicolens, (HE613446), R-46658 T'"	"2"	"1224"	"28216"	"80840"	"506"	"222"	"1389922"
"1389935"	"HE613448"	"1389935"	"Achromobacter animicus"	"species"	"'HE613448, Achromobacter animicus, Achromobacter animicus, (HE613448), R-46662 T'"	"2"	"1224"	"28216"	"80840"	"506"	"222"	"1389935"
"1353888"	"HG324050"	"1353888"	"Achromobacter agilis"	"species"	"'HG324050, Achromobacter agilis, Achromobacter agilis, (HG324050), LMG 3411 T'"	"2"	"1224"	"28216"	"80840"	"506"	"222"	"1353888"
"32002"	"AJ278451"	"32002"	"Achromobacter denitrificans"	"species"	"'AJ278451, Achromobacter denitrificans, Achromobacter denitrificans, (AJ278451), DSM 30026 (T) T'"	"2"	"1224"	"28216"	"80840"	"506"	"222"	"32002"
"1287737"	"HF586508"	"1287737"	"Achromobacter anxifer"	"species"	"'HF586508, Achromobacter anxifer, Achromobacter anxifer, (HF586508), LMG 26857 T'"	"2"	"1224"	"28216"	"80840"	"506"	"222"	"1287737"
"1287738"	"HF586509"	"1287738"	"Achromobacter dolens"	"species"	"'HF586509, Achromobacter dolens, Achromobacter dolens, (HF586509), LMG 26840 T'"	"2"	"1224"	"28216"	"80840"	"506"	"222"	"1287738"
"72557"	"AB010840"	"72557"	"Achromobacter ruhlandii"	"species"	"'AB010840, Achromobacter ruhlandii, Achromobacter ruhlandii, (AB010840), EY3918 = ATCC15749 T'"	"2"	"1224"	"28216"	"80840"	"506"	"222"	"72557"
"2069367"	"LT976503"	"2069367"	"Achromobacter veterisilvae"	"species"	"'LT976503, Achromobacter veterisilvae, Achromobacter veterisilvae, (LT976503), LMG 30378 T'"	"2"	"1224"	"28216"	"80840"	"506"	"222"	"2069367"
"1750518"	"LC094463"	"1750518"	"Achromobacter aloeverae"	"species"	"'LC094463, Achromobacter aloeverae, Achromobacter aloeverae, (LC094463), AVA-1 T'"	"2"	"1224"	"28216"	"80840"	"506"	"222"	"1750518"
"519"	"LRII01000001"	"519"	"Bordetella parapertussis"	"species"	"'LRII01000001, Bordetella parapertussis, Bordetella parapertussis, (LRII01000001), NCTC 5952 T'"	"2"	"1224"	"28216"	"80840"	"506"	"517"	"519"
"518"	"U04948"	"518"	"Bordetella bronchiseptica"	"species"	"'U04948, Bordetella bronchiseptica, Bordetella bronchiseptica, (U04948), ATCC 19395 T'"	"2"	"1224"	"28216"	"80840"	"506"	"517"	"518"
"1649130"	"LC053647"	"1649130"	"Bordetella muralis"	"species"	"'LC053647, Bordetella muralis, Bordetella muralis, (LC053647), T6220-3-2b T'"	"2"	"1224"	"28216"	"80840"	"506"	"517"	"1649130"
"1649139"	"LC053656"	"1649139"	"Bordetella tumbae"	"species"	"'LC053656, Bordetella tumbae, Bordetella tumbae, (LC053656), T6713-1-3b T'"	"2"	"1224"	"28216"	"80840"	"506"	"517"	"1649139"
"1649133"	"LC053650"	"1649133"	"Bordetella tumulicola"	"species"	"'LC053650, Bordetella tumulicola, Bordetella tumulicola, (LC053650), T6517-1-4b T'"	"2"	"1224"	"28216"	"80840"	"506"	"517"	"1649133"
"94624"	"AM902716"	"94624"	"Bordetella petrii"	"species"	"'AM902716, Bordetella petrii, Bordetella petrii, (AM902716), DSM 12804 T'"	"2"	"1224"	"28216"	"80840"	"506"	"517"	"94624"
"1680761"	"KT258895"	"1680761"	"Saccharedens versatilis"	"species"	"'KT258895, Saccharedens versatilis, Saccharedens versatilis, (KT258895), CAG32 T'"	"2"	"1224"	"28216"	"80840"	"506"	"1962946"	"1680761"
"1331258"	"JHEP02000033"	"1331258"	"Bordetella pseudohinzii"	"species"	"'JHEP02000033, Bordetella pseudohinzii, Bordetella pseudohinzii, (JHEP02000033), 8-296-03 T'"	"2"	"1224"	"28216"	"80840"	"506"	"517"	"1331258"
"123899"	"AJ277798"	"123899"	"Bordetella trematum"	"species"	"'AJ277798, Bordetella trematum, Bordetella trematum, (AJ277798), DSM 11334 (T) T'"	"2"	"1224"	"28216"	"80840"	"506"	"517"	"123899"
"521"	"AF177666"	"521"	"Bordetella avium"	"species"	"'AF177666, Bordetella avium, Bordetella avium, (AF177666), ATCC 35086 T'"	"2"	"1224"	"28216"	"80840"	"506"	"517"	"521"
"463025"	"CP016170"	"463025"	"Bordetella bronchialis"	"species"	"'CP016170, Bordetella bronchialis, Bordetella bronchialis, (CP016170), AU3182 n[G] T'"	"2"	"1224"	"28216"	"80840"	"506"	"517"	"463025"
"1416810"	"KF601914"	"1416810"	"Bordetella sputigena"	"species"	"'KF601914, Bordetella sputigena, Bordetella sputigena, (KF601914), R-39474 T'"	"2"	"1224"	"28216"	"80840"	"506"	"517"	"1416810"
"463014"	"EU082162"	"463014"	"Bordetella flabilis"	"species"	"'EU082162, Bordetella flabilis, Bordetella flabilis, (EU082162), AU10664 T'"	"2"	"1224"	"28216"	"80840"	"506"	"517"	"463014"
"1940612"	"LT719155"	"1940612"	"Pigmentiphaga aceris"	"species"	"'LT719155, Pigmentiphaga aceris, Pigmentiphaga aceris, (LT719155), SAP-32 T'"	"2"	"1224"	"28216"	"80840"	"506"	"152267"	"1940612"
"2478468"	"MH667611"	"2478468"	"Pigmentiphaga humi"	"species"	"'MH667611, Pigmentiphaga humi, Pigmentiphaga humi, (MH667611), IMT-318 T'"	"2"	"1224"	"28216"	"80840"	"506"	"152267"	"2478468"
"414049"	"EF100696"	"414049"	"Pigmentiphaga daeguensis"	"species"	"'EF100696, Pigmentiphaga daeguensis, Pigmentiphaga daeguensis, (EF100696), K110 T'"	"2"	"1224"	"28216"	"80840"	"506"	"152267"	"414049"
"151784"	"AF282916"	"151784"	"Pigmentiphaga kullae"	"species"	"'AF282916, Pigmentiphaga kullae, Pigmentiphaga kullae, (AF282916), K24 T'"	"2"	"1224"	"28216"	"80840"	"506"	"152267"	"151784"
"516702"	"EU583723"	"516702"	"Pigmentiphaga litoralis"	"species"	"'EU583723, Pigmentiphaga litoralis, Pigmentiphaga litoralis, (EU583723), JSM 061001 T'"	"2"	"1224"	"28216"	"80840"	"506"	"152267"	"516702"
"1007095"	"JF806521"	"1007095"	"Pigmentiphaga soli"	"species"	"'JF806521, Pigmentiphaga soli, Pigmentiphaga soli, (JF806521), BS12 T'"	"2"	"1224"	"28216"	"80840"	"506"	"152267"	"1007095"
"1247510"	"KC986352"	"1247510"	"Verticiella sediminum"	"species"	"'KC986352, Verticiella sediminum, Verticiella sediminum, (KC986352), XH089 T'"	"2"	"1224"	"28216"	"80840"	"506"	"1835332"	"1247510"
"1851544"	"KX262858"	"1851544"	"Orrella dioscoreae"	"species"	"'KX262858, Orrella dioscoreae, Orrella dioscoreae, (KX262858), LMG 29303T T'"	"2"	"1224"	"28216"	"80840"	"506"	"1921582"	"1851544"
"28081"	"MG712864"	"28081"	"Algicoccus marinus"	"species"	"'MG712864, Algicoccus marinus, Algicoccus marinus, (MG712864), HZ20 T'"	"2"	"1224"	"28216"	"80840"	"506"	"517"	"28081"
"2707330"	"MK272950"	"2707330"	"Orrella amnicola"	"species"	"'MK272950, Orrella amnicola, Orrella amnicola, (MK272950), NBD-18 T'"	"2"	"1224"	"28216"	"80840"	"506"	"2978002"	"2707330"
"658167"	"GQ246953"	"658167"	"Candidimonas bauzanensis"	"species"	"'GQ246953, Candidimonas bauzanensis, Candidimonas bauzanensis, (GQ246953), BZ59 T'"	"2"	"1224"	"28216"	"80840"	"506"	"1074468"	"658167"
"2028345"	"MF457653"	"2028345"	"Pusillimonas thiosulfatoxidans"	"species"	"'MF457653, Pusillimonas thiosulfatoxidans, Pusillimonas thiosulfatoxidans, (MF457653), YE3 T'"	"2"	"1224"	"28216"	"80840"	"506"	"305976"	"2028345"
"683354"	"FN556191"	"683354"	"Candidimonas nitroreducens"	"species"	"'FN556191, Candidimonas nitroreducens, Candidimonas nitroreducens, (FN556191), SC-089 T'"	"2"	"1224"	"28216"	"80840"	"506"	"1074468"	"683354"
"683355"	"FN556192"	"683355"	"Candidimonas humi"	"species"	"'FN556192, Candidimonas humi, Candidimonas humi, (FN556192), SC-092 T'"	"2"	"1224"	"28216"	"80840"	"506"	"1074468"	"683355"
"645616"	"FJ948170"	"645616"	"Eoetvoesia caeni"	"species"	"'FJ948170, Eoetvoesia caeni, Eoetvoesia caeni, (FJ948170), PB3-7B T'"	"2"	"1224"	"28216"	"80840"	"506"	"1477505"	"645616"
"1917182"	"KY114945"	"1917182"	"Paracandidimonas soli"	"species"	"'KY114945, Paracandidimonas soli, Paracandidimonas soli, (KY114945), IMT-305 T'"	"2"	"1224"	"28216"	"80840"	"506"	"2017546"	"1917182"
"2480747"	"MG744600"	"2480747"	"Paracandidimonas caeni"	"species"	"'MG744600, Paracandidimonas caeni, Paracandidimonas caeni, (MG744600), Query 24 T'"	"2"	"1224"	"28216"	"80840"	"506"	"2017546"	"2480747"
"1549637"	"KM083134"	"1549637"	"Caenimicrobium hargitense"	"species"	"'KM083134, Caenimicrobium hargitense, Caenimicrobium hargitense, (KM083134), CGII-59m2 T'"	"2"	"1224"	"28216"	"80840"	"506"	"1986268"	"1549637"
"380911"	"DQ466075"	"380911"	"Parapusillimonas granuli"	"species"	"'DQ466075, Parapusillimonas granuli, Parapusillimonas granuli, (DQ466075), Ch07 T'"	"2"	"1224"	"28216"	"80840"	"506"	"1403714"	"380911"
"511"	"D88008"	"511"	"Alcaligenes faecalis subsp. faecalis"	"species"	"'D88008, Alcaligenes faecalis subsp. faecalis, Alcaligenes faecalis subsp. faecalis, (D88008), IAM12369 T'"	"2"	"1224"	"28216"	"80840"	"506"	"507"	"511"
"1482717"	"AB920828"	"1482717"	"Alcaligenes pakistanensis"	"species"	"'AB920828, Alcaligenes pakistanensis, Alcaligenes pakistanensis, (AB920828), NCCP-650 T'"	"2"	"1224"	"28216"	"80840"	"506"	"507"	"1482717"
"323284"	"AJ937889"	"323284"	"Alcaligenes aquatilis"	"species"	"'AJ937889, Alcaligenes aquatilis, Alcaligenes aquatilis, (AJ937889), LMG 22996 T'"	"2"	"1224"	"28216"	"80840"	"506"	"507"	"323284"
"1929088"	"KR967368"	"1929088"	"Alcaligenes endophyticus"	"species"	"'KR967368, Alcaligenes endophyticus, Alcaligenes endophyticus, (KR967368), AER10 T'"	"2"	"1224"	"28216"	"80840"	"506"	"507"	"1929088"
"1157987"	"JN873915"	"1157987"	"Paenalcaligenes hermetiae"	"species"	"'JN873915, Paenalcaligenes hermetiae, Paenalcaligenes hermetiae, (JN873915), KBL009 T'"	"2"	"1224"	"28216"	"80840"	"506"	"1100891"	"1157987"
"1202713"	"JX217748"	"1202713"	"Paenalcaligenes suwonensis"	"species"	"'JX217748, Paenalcaligenes suwonensis, Paenalcaligenes suwonensis, (JX217748), ABC02-12 T'"	"2"	"1224"	"28216"	"80840"	"506"	"1100891"	"1202713"
"643674"	"FN391024"	"643674"	"Paenalcaligenes hominis"	"species"	"'FN391024, Paenalcaligenes hominis, Paenalcaligenes hominis, (FN391024), CCUG 53761 T'"	"2"	"1224"	"28216"	"80840"	"506"	"1100891"	"643674"
"1588925"	"OV113552"	"1588925"	"Paenalcaligenes niemegkensis"	"species"	"'OV113552, Paenalcaligenes niemegkensis, Paenalcaligenes niemegkensis, (OV113552), DSM 113270T'"	"2"	"1224"	"28216"	"80840"	"506"	"1100891"	"1588925"
"266123"	"AB166879"	"266123"	"Castellaniella caeni"	"species"	"'AB166879, Castellaniella caeni, Castellaniella caeni, (AB166879), Ho-11 T'"	"2"	"1224"	"28216"	"80840"	"506"	"359336"	"266123"
"546114"	"EU873313"	"546114"	"Castellaniella ginsengisoli"	"species"	"'EU873313, Castellaniella ginsengisoli, Castellaniella ginsengisoli, (EU873313), DCY36 T'"	"2"	"1224"	"28216"	"80840"	"506"	"359336"	"546114"
"2052944"	"KX988314"	"2052944"	"Castellaniella fermenti"	"species"	"'KX988314, Castellaniella fermenti, Castellaniella fermenti, (KX988314), CC-YTH191 T'"	"2"	"1224"	"28216"	"80840"	"506"	"359336"	"2052944"
"1144617"	"JQ319891"	"1144617"	"Castellaniella hirudinis"	"species"	"'JQ319891, Castellaniella hirudinis, Castellaniella hirudinis, (JQ319891), E103 T'"	"2"	"1224"	"28216"	"80840"	"506"	"359336"	"1144617"
"659013"	"GQ241321"	"659013"	"Castellaniella daejeonensis"	"species"	"'GQ241321, Castellaniella daejeonensis, Castellaniella daejeonensis, (GQ241321), MJ06 T'"	"2"	"1224"	"28216"	"80840"	"506"	"359336"	"659013"
"56119"	"U82826"	"56119"	"Castellaniella denitrificans"	"species"	"'U82826, Castellaniella denitrificans, Castellaniella denitrificans, (U82826), NKNTAU T'"	"2"	"1224"	"28216"	"80840"	"506"	"359336"	"56119"
"75697"	"AJ005447"	"75697"	"Castellaniella defragrans"	"species"	"'AJ005447, Castellaniella defragrans, Castellaniella defragrans, (AJ005447), 54Pin T'"	"2"	"1224"	"28216"	"80840"	"506"	"359336"	"75697"
"1636859"	"KP401771"	"1636859"	"Paralcaligenes ginsengisoli"	"species"	"'KP401771, Paralcaligenes ginsengisoli, Paralcaligenes ginsengisoli, (KP401771), DCY104 T'"	"2"	"1224"	"28216"	"80840"	"506"	"1148163"	"1636859"
"627131"	"FJ793551"	"627131"	"Paralcaligenes ureilyticus"	"species"	"'FJ793551, Paralcaligenes ureilyticus, Paralcaligenes ureilyticus, (FJ793551), GR24-5 T'"	"2"	"1224"	"28216"	"80840"	"506"	"1148163"	"627131"
"453575"	"EF672088"	"453575"	"Pusillimonas ginsengisoli"	"species"	"'EF672088, Pusillimonas ginsengisoli, Pusillimonas ginsengisoli, (EF672088), DCY25 T'"	"2"	"1224"	"28216"	"80840"	"506"	"305976"	"453575"
"657015"	"GQ232740"	"657015"	"Pusillimonas harenae"	"species"	"'GQ232740, Pusillimonas harenae, Pusillimonas harenae, (GQ232740), B201 T'"	"2"	"1224"	"28216"	"80840"	"506"	"305976"	"657015"
"659016"	"GQ241322"	"659016"	"Pusillimonas soli"	"species"	"'GQ241322, Pusillimonas soli, Pusillimonas soli, (GQ241322), MJ07 T'"	"2"	"1224"	"28216"	"80840"	"506"	"305976"	"659016"
"1348472"	"KF056995"	"1348472"	"Pusillimonas caeni"	"species"	"'KF056995, Pusillimonas caeni, Pusillimonas caeni, (KF056995), EBR-8-1 T'"	"2"	"1224"	"28216"	"80840"	"506"	"305976"	"1348472"
